enterprise_id,industry,city,district,registered_capital,employees,premises_number,date_out_abnormal,date_in_abnormal,cacellation_reason,is_real_premise,frezon_holdings,total_assets,total_liabilities,total_tax,total_debt,sub_enterprises_number,complaints_number_monthly,conciliation_number,complaints_number,judical_auction_amount,is_executee,industry_index,fraud_score,is_financial_black_list
0492,房地产开发经营,秦皇岛市,昌黎县,81000000,54,1,,,1,1,0.0,86689510,30750431,4872288,397879,1,5,9,10,0,0,1040,5,1
0493,零售业,衡水市,阜城县,98000000,1038,1,,,0,0,44100000.0,115884968,0,13321604,0,0,0,0,0,0,0,1350,8,0
0494,批发业,邢台市,临西县,33000000,3867,9,2018-01-18 00:00:00,2015-05-24 00:00:00,3,1,0.0,36683067,12974948,8103120,728419,7,2,9,12,16561146,0,1098,13,0
0495,仓储业,唐山市,滦南县,67000000,6373,1,,,4,1,0.0,73122785,14178409,5229340,341004,2,1,3,11,29555175,1,1188,52,1
0496,邮政业,沧州市,海兴县,54000000,7388,1,,,2,1,0.0,43236349,6664388,1652131,431166,1,5,7,25,0,0,1352,14,1
0497,农、林、牧、渔业,邯郸市,复兴区,69000000,8863,1,,,1,1,0.0,80091541,35534217,6118098,3512496,4,0,0,0,0,0,1466,1,0
0498,建筑业,张家口市,康保县,49000000,1970,6,,,4,0,0.0,53297494,0,3869369,0,4,1,0,2,0,1,1163,67,0
0499,物业管理,秦皇岛市,卢龙县,65000000,1179,1,,,4,0,11050000.0,65075314,31818804,10386328,1952576,0,1,4,6,0,0,1463,2,1
0500,软件和信息技术服务业,衡水市,饶阳县,66000000,1280,7,,,1,0,0.0,73134634,0,10177637,0,5,0,0,0,0,0,1204,85,1
0501,仓储业,廊坊市,安次区,90000000,3692,1,,,4,1,0.0,86772473,7044207,7339317,608695,7,0,0,0,0,0,1136,72,1
0502,交通运输业*,石家庄市,辛集市,42000000,5335,1,,,3,0,0.0,40153895,5306223,64072,430408,1,0,0,0,5820473,0,1483,56,1
0503,建筑业,邯郸市,武安市,59000000,4352,1,,,0,0,0.0,48639698,24129234,3542578,147864,1,3,8,33,0,0,1129,79,0
0504,餐饮业,承德市,承德县,17000000,5302,1,,,3,1,0.0,17409286,0,2253561,0,4,1,0,4,0,0,1104,80,1
0505,物业管理,保定市,博野县,34000000,4984,1,,,1,0,16660000.0,30348151,12757889,1031304,452355,9,1,9,10,0,1,1071,72,1
0506,物业管理,保定市,高碑店市,56000000,5227,1,,,1,1,0.0,56175422,0,6772825,0,0,2,8,14,0,1,1035,60,0
0507,物业管理,唐山市,迁西县,98000000,8049,1,,,2,0,0.0,116802919,38586812,11808211,1913898,1,0,0,0,41488027,0,1362,44,1
0508,仓储业,张家口市,怀安县,75000000,9504,1,,,4,0,0.0,71479835,0,2711066,0,9,2,6,8,0,0,1240,41,1
0509,交通运输业*,秦皇岛市,海港区,76000000,1552,4,,,3,1,0.0,73122925,19300203,11734172,664164,1,6,11,36,0,1,1311,74,0
0510,邮政业,沧州市,泊头市,63000000,7882,1,,,0,0,0.0,63262050,0,11317208,0,0,9,37,72,0,1,1418,89,1
0511,软件和信息技术服务业,张家口市,崇礼区,11000000,7389,1,,,3,1,0.0,9324348,0,477910,0,1,0,0,0,4519077,1,1433,53,0
0512,零售业,衡水市,景县,500000,1057,17,,2015-12-16 00:00:00,2,0,0.0,469808,0,73853,0,3,0,0,0,0,1,1134,6,0
0513,租赁和商务服务业,衡水市,深州市,81000000,4248,1,2017-07-19 00:00:00,2017-02-19 00:00:00,1,0,0.0,88553789,27459851,21612788,2284731,0,3,0,6,0,0,1185,63,1
0514,租赁和商务服务业,秦皇岛市,抚宁区,1000000,5100,1,,,2,0,0.0,840918,90813,157420,8135,0,7,23,35,382957,1,1064,22,0
0515,软件和信息技术服务业,石家庄市,长安区,58000000,6929,10,,,1,0,0.0,67423635,0,1644760,0,10,1,6,10,15238200,1,1000,34,0
0516,房地产开发经营,石家庄市,高邑县,61000000,4520,1,2019-09-05 00:00:00,2018-01-14 00:00:00,3,0,0.0,59849239,0,9359549,0,0,1,4,11,0,1,1071,40,0
0517,住宿业,邢台市,内丘县,36000000,9494,1,,,1,0,24480000.0,37321049,13068758,6441023,1110273,3,0,0,0,0,0,1118,41,0
0518,仓储业,保定市,蠡县,3000000,7876,1,,,4,1,0.0,3313162,0,9056,0,0,0,0,0,376160,1,1040,51,0
0519,其他未列明行业*,廊坊市,永清县,47000000,6113,1,,,0,0,0.0,38059559,11154212,6623368,244315,6,1,0,7,11963923,1,1361,81,1
0520,租赁和商务服务业,邯郸市,峰峰矿区,76000000,1000,1,,,0,0,0.0,90042758,32725232,6637034,1324391,0,0,0,0,0,0,1430,11,0
0521,仓储业,邯郸市,馆陶县,47000000,3172,1,2016-07-10 00:00:00,2015-01-05 00:00:00,4,0,0.0,38540738,0,4751751,0,8,1,1,10,0,0,1195,78,0
0522,交通运输业*,沧州市,运河区,8000000,812,1,,,0,1,0.0,7705852,0,78887,0,2,5,1,15,0,0,1382,67,0
0523,建筑业,邯郸市,肥乡区,45000000,9446,1,,,0,0,0.0,43081017,21216094,4762639,1288695,9,0,0,0,0,0,1475,54,1
0524,租赁和商务服务业,保定市,容城县,51000000,6451,17,,,1,1,0.0,59329195,0,7644621,0,8,4,26,28,29382288,1,1359,58,1
0525,租赁和商务服务业,邢台市,南宫市,95000000,7238,14,,,3,1,0.0,88105804,0,8010048,0,1,0,0,0,0,1,1471,87,0
0526,批发业,沧州市,东光县,76000000,4573,1,,,4,1,0.0,63848258,30255637,10367944,305647,0,1,0,1,0,0,1180,95,0
0527,零售业,秦皇岛市,海港区,47000000,6587,1,,,3,1,0.0,44586392,0,3287061,0,1,1,8,12,9830098,1,1221,31,0
0528,住宿业,承德市,滦平县,78000000,4260,1,,,4,1,0.0,68223135,0,15045581,0,2,3,8,18,0,0,1441,38,0
0529,农、林、牧、渔业,沧州市,河间市,38000000,2293,1,,,1,1,0.0,31021457,0,6552624,0,10,4,9,28,7264771,1,1362,66,0
0530,邮政业,秦皇岛市,抚宁区,90000000,9135,1,,,2,0,0.0,107033699,39792577,24147178,1655961,5,4,4,8,0,0,1265,83,1
0531,其他未列明行业*,邢台市,邢台县,25000000,5493,14,,,4,1,0.0,21286980,4821016,3241124,412122,2,0,0,0,8785006,1,1033,42,1
0532,批发业,张家口市,崇礼区,73000000,8425,1,,,3,0,0.0,76234537,35229472,10261792,851468,0,5,30,50,0,1,1156,92,0
0533,零售业,唐山市,遵化市,81000000,9390,1,,,4,1,0.0,95736912,0,8749569,0,1,5,0,5,30882359,0,1152,86,0
0534,物业管理,邢台市,沙河市,31000000,8856,1,2016-12-31 00:00:00,2015-07-17 00:00:00,0,1,0.0,31943734,0,1549805,0,5,0,0,0,0,0,1417,16,0
0535,物业管理,廊坊市,固安县,17000000,3822,2,,,2,0,0.0,15555535,0,953483,0,1,1,1,4,0,0,1209,10,1
0536,物业管理,张家口市,阳原县,63000000,1121,1,,,1,0,0.0,57002784,19143189,10322194,1371718,0,0,0,0,8623464,0,1321,100,0
0537,零售业,张家口市,怀安县,67000000,3960,1,,,1,0,0.0,75778347,0,6297525,0,1,4,1,16,0,0,1154,57,0
0538,其他未列明行业*,张家口市,涿鹿县,12000000,6222,1,,,3,0,0.0,10484729,0,2436272,0,10,0,0,0,0,1,1216,15,1
0539,软件和信息技术服务业,邯郸市,复兴区,66000000,7679,13,,,2,0,0.0,66200810,0,10605279,0,0,0,0,0,0,1,1400,89,0
0540,农、林、牧、渔业,石家庄市,长安区,66000000,4420,1,,,3,1,4620000.0,76018539,0,193905,0,6,0,0,0,0,1,1390,100,0
0541,交通运输业*,承德市,平泉市,16000000,8810,1,,,2,0,0.0,18520168,2879456,2433651,253095,9,9,16,45,0,1,1293,18,0
0542,其他未列明行业*,承德市,宽城满族自治县,14000000,7870,1,2019-02-19 00:00:00,2014-06-30 00:00:00,1,0,6720000.0,13014704,3122558,1920387,50295,3,0,0,0,0,1,1094,97,1
0543,零售业,石家庄市,桥西区,96000000,2383,1,2019-03-09 00:00:00,2018-04-23 00:00:00,3,0,0.0,104082760,13805401,24830802,1311410,0,8,15,16,0,1,1287,20,1
0544,工业*,承德市,兴隆县,61000000,7876,1,,,1,0,0.0,53113250,20070931,11307400,109292,0,0,0,0,12342989,1,1349,4,0
0545,物业管理,衡水市,武邑县,92000000,3214,1,,,1,0,0.0,80166823,0,19871980,0,8,0,0,0,0,1,1383,26,0
0546,房地产开发经营,沧州市,东光县,25000000,9878,1,,,1,0,15750000.0,24162865,7693147,5294094,124379,0,1,2,3,0,1,1469,49,0
0547,其他未列明行业*,沧州市,沧县,59000000,3499,1,,,2,0,0.0,50407096,0,2369464,0,0,0,0,0,0,1,1043,62,1
0548,物业管理,邯郸市,涉县,77000000,4036,16,,,1,1,0.0,84914600,0,16471357,0,7,0,0,0,30199470,0,1460,36,0
0549,仓储业,石家庄市,裕华区,73000000,6634,1,,,4,1,0.0,80081873,0,2254874,0,3,1,7,11,21883782,0,1282,50,0
0550,农、林、牧、渔业,唐山市,迁安市,69000000,238,1,,,4,1,0.0,75788270,8993035,8810924,442558,0,0,0,0,0,1,1216,77,0
0551,其他未列明行业*,保定市,清苑区,84000000,8676,1,2017-05-02 00:00:00,2017-02-27 00:00:00,2,1,0.0,94634851,11201982,18235273,993093,1,9,7,27,0,0,1066,7,0
0552,其他未列明行业*,邯郸市,磁县,51000000,5974,14,,,2,0,0.0,57623465,17545529,2541913,1497488,0,0,0,0,0,0,1173,30,0
0553,房地产开发经营,廊坊市,文安县,31000000,7752,1,,,2,1,0.0,36369892,0,3867274,0,1,4,7,8,0,1,1022,8,1
0554,零售业,邢台市,广宗县,37000000,1075,1,2016-07-05 00:00:00,2016-01-22 00:00:00,1,0,0.0,42692385,12838277,5887114,918401,10,0,0,0,0,0,1001,96,1
0555,交通运输业*,衡水市,武邑县,65000000,7404,1,,,2,1,0.0,61856591,0,1239812,0,10,6,3,12,0,1,1119,28,1
0556,房地产开发经营,邯郸市,磁县,10000000,9992,1,,,3,0,0.0,9240741,0,1830416,0,1,7,37,42,1197640,0,1182,53,1
0557,邮政业,唐山市,路北区,37000000,9701,1,,,3,0,0.0,44289857,6493041,9289345,358560,0,9,37,99,21934686,0,1144,11,1
0558,信息传输业*,廊坊市,大厂回族自治县,35000000,9202,1,,,1,1,0.0,29424240,10055427,53162,34285,1,1,7,12,0,0,1325,87,1
0559,其他未列明行业*,沧州市,献县,16000000,8086,1,,,0,1,0.0,14510388,0,2496213,0,2,6,13,42,0,1,1338,12,1
0560,农、林、牧、渔业,石家庄市,赞皇县,96000000,2996,1,,,2,1,0.0,103562472,0,18020048,0,0,4,5,16,27644126,0,1160,62,0
0561,房地产开发经营,张家口市,沽源县,90000000,8140,1,,,2,1,0.0,79279468,0,13728493,0,1,0,0,0,0,1,1038,20,1
0562,建筑业,石家庄市,正定县,13000000,2711,1,2017-03-11 00:00:00,2015-08-07 00:00:00,4,0,0.0,12851303,0,337831,0,0,0,0,0,0,1,1308,96,0
0563,邮政业,沧州市,献县,59000000,83,1,,,2,1,0.0,55278599,7246651,8004090,489383,4,1,5,9,0,0,1384,30,1
0564,交通运输业*,张家口市,桥东区,34000000,521,1,,,0,1,0.0,37576449,9601366,6071892,535961,0,0,0,0,0,0,1091,5,1
0565,零售业,邢台市,桥东区,1000000,8570,7,,,3,1,0.0,845538,233094,66307,19168,0,3,9,12,0,0,1339,94,1
0566,批发业,秦皇岛市,北戴河区,17000000,8198,1,2019-07-05 00:00:00,2014-07-01 00:00:00,4,0,0.0,19133798,0,999966,0,0,0,0,0,0,0,1061,46,0
0567,建筑业,衡水市,安平县,98000000,4758,4,2016-06-04 00:00:00,2015-02-18 00:00:00,2,0,32340000.0,87487870,18747319,19608779,1676698,1,0,0,0,0,1,1044,14,0
0568,仓储业,承德市,围场满族蒙古族自治县,95000000,9337,1,,,2,1,0.0,106268882,28121031,22512260,2723559,4,1,5,6,0,0,1301,36,1
0569,信息传输业*,承德市,宽城满族自治县,83000000,3392,1,,,3,0,0.0,96122365,20034766,800029,593804,8,1,0,10,0,1,1277,29,1
0570,批发业,邯郸市,肥乡区,55000000,6141,1,,,4,0,0.0,47962430,0,10347094,0,10,1,5,6,0,1,1215,52,0
0571,软件和信息技术服务业,张家口市,沽源县,52000000,4597,1,2019-02-01 00:00:00,2015-07-29 00:00:00,2,0,0.0,42120562,14785598,3983051,868525,0,0,0,0,0,0,1159,9,1
0572,软件和信息技术服务业,张家口市,桥东区,82000000,583,5,2017-06-18 00:00:00,2017-04-24 00:00:00,0,0,0.0,80316387,4612456,12245737,67312,0,0,0,0,0,1,1439,61,0
0573,软件和信息技术服务业,张家口市,张北县,47000000,2055,1,,,4,1,0.0,53606673,0,7062354,0,0,0,0,0,0,1,1134,94,0
0574,信息传输业*,承德市,宽城满族自治县,52000000,5508,1,,,1,0,0.0,58701075,1741443,9361262,143652,0,0,0,0,19329998,1,1208,14,1
0575,住宿业,石家庄市,裕华区,80000000,9374,6,2019-05-02 00:00:00,2019-01-06 00:00:00,3,1,0.0,76359810,13292419,416520,808091,4,7,3,7,0,1,1120,48,0
0576,房地产开发经营,唐山市,丰南区,92000000,8961,1,,,0,0,0.0,98650796,5332510,6652777,221212,0,0,0,0,0,0,1432,62,0
0577,软件和信息技术服务业,保定市,阜平县,76000000,1935,1,,,4,0,0.0,86052360,13370257,4305363,508250,0,2,10,14,0,1,1497,23,1
0578,邮政业,保定市,竞秀区,11000000,1360,13,,,0,0,0.0,12977942,0,341282,0,6,1,4,6,0,0,1463,98,0
0579,邮政业,廊坊市,安次区,87000000,4067,5,,,4,1,0.0,76340771,0,1954526,0,7,3,2,3,0,0,1053,54,1
0580,建筑业,沧州市,东光县,38000000,6337,1,2015-11-06 00:00:00,2014-04-25 00:00:00,2,0,0.0,32563651,15261925,5309227,1486554,1,2,8,18,0,1,1184,34,0
0581,房地产开发经营,邯郸市,魏县,48000000,587,1,2016-06-26 00:00:00,2016-05-02 00:00:00,2,0,0.0,51394948,13368761,7629425,785689,0,1,5,12,0,1,1369,89,0
0582,零售业,邢台市,临城县,31000000,4478,1,,,1,1,0.0,34028053,1528139,6527124,53289,9,1,0,6,0,1,1340,54,1
0583,建筑业,石家庄市,高邑县,89000000,9901,11,,,3,0,0.0,82700079,18000759,17310253,1435619,9,0,0,0,0,1,1191,66,1
0584,其他未列明行业*,衡水市,阜城县,92000000,4068,1,,2014-05-25 00:00:00,0,0,0.0,77424536,36491989,10466655,2484652,10,0,0,0,13652401,0,1103,96,0
0585,房地产开发经营,唐山市,玉田县,40000000,6996,1,,,2,0,0.0,42305728,5379034,9309907,308254,1,6,4,6,0,1,1172,92,1
0586,信息传输业*,石家庄市,高邑县,17000000,2900,8,,,1,1,0.0,17189907,0,480828,0,4,0,0,0,5011178,1,1392,15,1
0587,交通运输业*,衡水市,深州市,8000000,2821,1,,,4,0,0.0,8258530,0,1128581,0,7,0,0,0,0,0,1139,98,1
0588,农、林、牧、渔业,沧州市,东光县,74000000,9043,1,2018-07-30 00:00:00,2014-06-13 00:00:00,1,0,41440000.0,77209422,0,7812117,0,9,4,37,48,0,1,1358,14,0
0589,建筑业,唐山市,玉田县,65000000,3356,1,2019-05-25 00:00:00,2015-05-25 00:00:00,0,1,35100000.0,64508321,0,163824,0,2,0,0,0,21606262,1,1302,69,1
0590,物业管理,承德市,围场满族蒙古族自治县,13000000,456,1,,,0,0,0.0,13265736,1403101,2757520,32296,5,3,0,21,0,0,1303,99,0
0591,物业管理,张家口市,涿鹿县,21000000,565,1,,,0,1,0.0,18642771,7960364,1839149,517770,0,4,25,36,0,0,1220,86,0
0592,其他未列明行业*,秦皇岛市,抚宁区,12000000,1994,1,2019-04-29 00:00:00,2018-04-02 00:00:00,1,1,0.0,10457133,522081,1668805,33023,0,1,8,10,3653545,0,1203,93,0
0593,餐饮业,唐山市,路北区,32000000,9671,3,,,1,1,0.0,37776029,0,4329201,0,4,1,6,12,0,0,1340,10,0
0594,批发业,张家口市,阳原县,9000000,5491,1,,,2,1,0.0,7382387,1684855,594673,15589,10,1,9,11,0,0,1118,0,1
0595,其他未列明行业*,邢台市,广宗县,69000000,7516,1,,,4,0,27600000.0,74812837,0,14113564,0,3,0,0,0,0,0,1294,72,1
0596,餐饮业,张家口市,阳原县,30000000,2665,1,,,1,1,0.0,27806793,8582358,5846859,281562,0,3,26,27,0,1,1012,12,0
0597,建筑业,张家口市,万全区,12000000,6170,1,2018-04-27 00:00:00,2015-04-30 00:00:00,4,1,0.0,10702680,846217,791727,54931,1,7,21,56,2117950,1,1141,67,1
0598,农、林、牧、渔业,邯郸市,邯山区,10000000,9082,1,,,0,0,0.0,8211475,0,1497785,0,10,0,0,0,0,0,1430,38,1
0599,建筑业,张家口市,怀安县,60000000,9122,1,,,2,0,0.0,54993819,8944765,7813326,364115,1,4,30,32,0,0,1153,47,0
0600,农、林、牧、渔业,保定市,莲池区,87000000,7053,4,2017-11-22 00:00:00,2016-07-07 00:00:00,0,1,0.0,72609449,27403185,3749723,999316,0,0,0,0,0,0,1278,67,0
0601,仓储业,承德市,滦平县,100000,2319,1,,,2,0,0.0,82884,21172,2406,1790,10,0,0,0,24844,1,1488,0,1
0602,邮政业,承德市,双桥区,20000000,7726,1,,,1,1,0.0,18452731,0,2516120,0,3,0,0,0,3483487,1,1084,6,1
0603,零售业,邢台市,隆尧县,12000000,5671,5,,,0,0,0.0,11205461,1737954,1727818,17862,9,0,0,0,0,1,1207,99,1
0604,餐饮业,秦皇岛市,卢龙县,90000000,6537,1,,,3,0,0.0,82779361,0,4266439,0,9,6,10,12,0,1,1302,43,1
0605,批发业,唐山市,开平区,58000000,7085,1,,,1,0,0.0,54194034,20160252,3621901,432972,1,0,0,0,24080870,1,1319,15,1
0606,仓储业,沧州市,海兴县,54000000,5582,11,,,0,0,32940000.0,61578761,30605154,7805104,3031366,1,3,24,30,0,0,1237,47,0
0607,房地产开发经营,衡水市,武强县,35000000,9009,1,,,1,0,0.0,29343209,11836146,7085769,420878,4,0,0,0,0,0,1394,56,0
0608,邮政业,衡水市,冀州区,40000000,7318,1,,,3,0,0.0,33676569,0,6065330,0,0,0,0,0,0,1,1101,33,1
0609,批发业,张家口市,尚义县,63000000,5424,1,,,1,0,0.0,53208928,26505942,8842858,1293766,0,8,7,64,0,1,1344,100,0
0610,零售业,张家口市,宣化区,65000000,3888,1,,,3,0,0.0,66544126,0,11295427,0,6,5,13,15,6800062,1,1106,18,0
0611,房地产开发经营,邯郸市,磁县,7000000,4890,1,,,0,1,0.0,7819285,1835355,1848058,130199,0,1,1,2,2734104,0,1268,65,1
0612,农、林、牧、渔业,唐山市,路南区,75000000,1147,1,,,4,0,0.0,69229062,0,3962681,0,6,2,14,20,22635136,1,1027,24,0
0613,餐饮业,保定市,竞秀区,51000000,1568,1,,,4,1,0.0,52285871,4734432,11443263,310141,0,3,9,33,0,1,1456,88,1
0614,软件和信息技术服务业,承德市,围场满族蒙古族自治县,7000000,4322,1,2019-06-22 00:00:00,2018-04-26 00:00:00,1,1,0.0,6155810,1159020,1165899,44684,0,4,2,28,0,0,1098,73,0
0615,住宿业,石家庄市,灵寿县,21000000,9895,1,,,1,0,0.0,25064643,12428890,2886289,854549,4,0,0,0,8981230,1,1248,32,0
0616,邮政业,保定市,易县,50000000,8800,12,,,0,1,0.0,49029081,0,1454874,0,0,1,0,6,0,1,1117,4,1
0617,租赁和商务服务业,唐山市,路北区,43000000,2473,4,2015-03-25 00:00:00,2014-11-12 00:00:00,3,0,27950000.0,34595154,0,481459,0,0,7,7,56,17034640,1,1114,0,0
0618,软件和信息技术服务业,沧州市,海兴县,94000000,9330,1,,,4,0,0.0,93663948,28853655,4701873,739280,1,2,2,24,0,0,1300,84,1
0619,农、林、牧、渔业,保定市,安国市,3000000,647,1,2016-06-11 00:00:00,2015-10-10 00:00:00,2,0,0.0,3472754,1114978,43857,2202,0,0,0,0,0,1,1232,45,1
0620,信息传输业*,秦皇岛市,北戴河区,3000000,3821,11,,,1,1,0.0,2633634,0,197216,0,10,3,11,27,0,0,1104,94,0
0621,批发业,沧州市,吴桥县,54000000,5292,1,,,3,1,0.0,62934970,0,4001236,0,1,1,0,8,0,1,1186,100,1
0622,住宿业,唐山市,滦州市,30000000,9058,1,,,2,0,23100000.0,28257828,8080046,1461254,140989,0,2,2,16,0,1,1408,63,0
0623,餐饮业,沧州市,盐山县,63000000,8913,1,,,1,1,0.0,68010307,0,3125586,0,0,3,2,33,31034266,0,1299,87,0
0624,仓储业,秦皇岛市,海港区,67000000,2386,4,2017-03-25 00:00:00,2016-10-16 00:00:00,1,0,0.0,71758968,23007975,8553262,2277049,8,0,0,0,18215133,0,1392,40,1
0625,邮政业,邯郸市,曲周县,92000000,7285,1,2019-06-28 00:00:00,2016-04-15 00:00:00,4,0,0.0,103096612,0,21419220,0,1,0,0,0,0,1,1374,16,0
0626,租赁和商务服务业,石家庄市,新华区,4000000,3475,1,,,3,0,0.0,3894946,0,722459,0,0,0,0,0,1464731,0,1107,100,0
0627,邮政业,衡水市,武邑县,33000000,9146,1,,,0,0,30360000.0,31847357,0,500455,0,0,0,0,0,0,0,1066,75,0
0628,建筑业,邯郸市,邱县,88000000,1990,1,,,4,0,0.0,95179868,0,6616682,0,9,1,2,5,0,1,1402,80,0
0629,农、林、牧、渔业,衡水市,武邑县,90000000,4940,1,,,3,1,0.0,85211131,0,11394226,0,2,0,0,0,0,0,1336,68,0
0630,餐饮业,沧州市,孟村回族自治县,46000000,6792,1,,,3,0,0.0,54803363,7372334,11539758,223682,2,8,4,96,0,1,1035,6,1
0631,其他未列明行业*,承德市,滦平县,80000000,7231,9,,2015-07-21 00:00:00,1,1,0.0,67713259,0,4217623,0,0,3,8,9,0,0,1365,82,1
0632,邮政业,衡水市,冀州区,65000000,2876,16,,,3,1,0.0,55593580,6049008,5655934,398491,1,0,0,0,0,0,1083,65,1
0633,零售业,秦皇岛市,海港区,58000000,3620,1,,,2,0,0.0,51757961,0,8400632,0,0,1,6,9,0,0,1308,58,1
0634,信息传输业*,承德市,平泉市,96000000,8408,1,,,0,1,0.0,108770188,0,5710205,0,1,2,12,14,0,0,1364,8,1
0635,邮政业,廊坊市,香河县,35000000,5714,1,,,4,0,27300000.0,30583530,1151754,3971234,19821,7,1,0,3,12108581,0,1479,25,0
0636,交通运输业*,沧州市,吴桥县,1000000,6943,1,2018-11-20 00:00:00,2016-11-19 00:00:00,0,1,0.0,1162247,283102,103539,10571,0,0,0,0,0,0,1119,30,1
0637,仓储业,邢台市,内丘县,70000000,990,1,2017-03-13 00:00:00,2015-01-04 00:00:00,0,0,0.0,60521098,0,9471935,0,0,9,2,9,0,1,1165,52,1
0638,餐饮业,沧州市,南皮县,92000000,3405,1,2019-06-19 00:00:00,2018-06-09 00:00:00,2,1,0.0,83860030,26381761,13090483,2473923,0,0,0,0,36870156,1,1429,14,1
0639,租赁和商务服务业,张家口市,宣化区,28000000,2659,1,2018-12-29 00:00:00,2016-12-02 00:00:00,4,1,0.0,23278940,0,187651,0,1,0,0,0,9858542,0,1360,27,1
0640,房地产开发经营,廊坊市,霸州市,37000000,9644,1,2016-07-27 00:00:00,2015-08-05 00:00:00,3,1,0.0,36816025,0,6815052,0,0,0,0,0,0,1,1075,44,0
0641,批发业,邢台市,沙河市,51000000,9759,1,2019-05-27 00:00:00,2017-05-19 00:00:00,0,0,0.0,53395951,13745376,4320004,621197,1,0,0,0,0,1,1297,76,1
0642,工业*,邯郸市,大名县,57000000,6643,1,,,1,0,0.0,66816071,0,3156986,0,0,7,17,56,0,1,1230,89,1
0643,其他未列明行业*,秦皇岛市,昌黎县,53000000,8019,1,,,2,0,0.0,63138195,0,9990238,0,2,0,0,0,0,0,1376,88,1
0644,邮政业,张家口市,下花园区,39000000,8482,15,2017-07-19 00:00:00,2014-07-14 00:00:00,4,0,0.0,33461833,0,7782743,0,4,3,22,30,14190741,0,1496,47,1
0645,住宿业,石家庄市,行唐县,69000000,3968,1,,,1,0,0.0,59148343,0,5793236,0,2,9,29,45,0,0,1118,29,0
0646,餐饮业,承德市,双桥区,66000000,8552,1,,,4,0,44880000.0,65233962,20607988,11811012,1468103,1,4,16,48,0,1,1456,68,0
0647,批发业,张家口市,涿鹿县,17000000,9274,1,2016-08-18 00:00:00,2016-08-08 00:00:00,4,0,0.0,16374485,0,862363,0,8,0,0,0,0,0,1196,99,0
0648,批发业,邢台市,柏乡县,74000000,9467,1,,,2,1,32560000.0,87957944,0,15771132,0,0,3,1,6,0,0,1331,36,1
0649,仓储业,张家口市,阳原县,72000000,4927,1,2017-12-09 00:00:00,2015-04-16 00:00:00,3,1,0.0,68693276,6302712,425533,590802,6,2,17,22,0,0,1044,80,0
0650,工业*,张家口市,阳原县,69000000,1464,3,,,3,0,0.0,62708304,0,3999783,0,0,5,8,10,0,0,1163,32,0
0651,建筑业,廊坊市,大厂回族自治县,55000000,1621,1,,,2,1,0.0,60141605,0,13542710,0,5,0,0,0,0,0,1241,34,0
0652,餐饮业,秦皇岛市,北戴河区,43000000,2529,1,,,1,0,0.0,40021457,10608937,6787363,898796,0,4,5,40,0,1,1486,64,1
0653,住宿业,保定市,易县,63000000,4013,1,,,3,1,18900000.0,64221734,21957959,3223861,256611,3,5,2,25,0,0,1225,3,0
0654,交通运输业*,石家庄市,正定县,47000000,5858,1,,,1,0,0.0,42577940,0,4144824,0,9,0,0,0,0,0,1318,18,1
0655,其他未列明行业*,沧州市,运河区,80000000,2633,7,,,0,1,0.0,66227472,0,6240191,0,2,2,0,6,0,0,1445,51,0
0656,交通运输业*,沧州市,吴桥县,7000000,5211,19,,,2,0,0.0,7860853,0,1262237,0,6,1,0,10,0,0,1461,69,1
0657,建筑业,邯郸市,涉县,72000000,9230,1,,,0,1,0.0,77226256,0,14340399,0,7,0,0,0,0,0,1275,48,0
0658,租赁和商务服务业,唐山市,迁西县,50000000,1064,1,,,1,0,0.0,57540388,18200148,7765853,1221110,8,1,1,7,0,1,1125,60,1
0659,零售业,石家庄市,深泽县,79000000,4526,1,,,2,1,0.0,90583621,0,18685675,0,2,3,6,27,26146590,1,1319,90,1
0660,交通运输业*,唐山市,滦州市,85000000,3127,1,,,3,1,0.0,68161300,0,4909542,0,5,1,1,3,0,0,1423,16,1
0661,邮政业,衡水市,冀州区,31000000,8152,8,,,4,0,0.0,32908015,0,5190230,0,1,0,0,0,0,1,1083,87,1
0662,餐饮业,邯郸市,永年区,63000000,9024,1,,,4,0,0.0,62303984,25471528,6827859,705478,0,3,4,12,0,1,1026,58,0
0663,农、林、牧、渔业,秦皇岛市,昌黎县,81000000,4091,1,,,1,1,0.0,97184692,0,11860173,0,9,0,0,0,48461871,0,1387,56,1
0664,餐饮业,石家庄市,行唐县,28000000,8248,1,,,2,1,0.0,29761270,0,4520302,0,5,0,0,0,9489737,0,1346,52,1
0665,零售业,廊坊市,固安县,8000000,3743,8,,,1,1,0.0,8741668,1957439,2043923,132640,2,1,10,12,0,0,1284,85,1
0666,房地产开发经营,保定市,涞源县,94000000,2697,1,,,0,0,0.0,97585798,0,22111243,0,6,4,3,32,0,0,1156,91,1
0667,工业*,衡水市,饶阳县,30000000,827,1,,,0,0,18600000.0,35105779,0,6099871,0,2,1,1,4,0,0,1370,57,0
0668,其他未列明行业*,邯郸市,峰峰矿区,41000000,1875,1,,,1,0,0.0,36633381,0,6041693,0,3,8,21,56,0,0,1132,12,0
0669,信息传输业*,石家庄市,元氏县,33000000,3589,6,,,1,1,0.0,38604200,0,3141400,0,0,3,2,3,0,0,1337,0,1
0670,餐饮业,衡水市,武邑县,10000000,2604,1,,,3,1,0.0,11302121,2741713,1544250,242613,4,0,0,0,0,1,1158,70,0
